BioWare Version 5.3.0.7 Export
Device:	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA
Samples (#):	6000	6000	6000	6000	6000	6000	6000	6000	6000	6000
Rate (Hz):	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0	0	0	0	0	0	0
Contact period end (sample #):	5998	5998	5998	5998	5998	5999	5999	5999	5999	5999
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	29.990000	29.990000	29.990000	29.990000	29.990000	29.995001	29.995001	29.995001	29.995001	29.995001
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
File Information
Date	Nov 11, 2022  11:19:19
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Ax	Ay	Fx	Fy	Fz	Ax	Ay
	N	N	N	m	m	N	N	N	m	m
15.275000	-0.101808	-0.044646	-1.182966	0.000000	0.000000	3.967682	-1.753490	543.705620	-0.008057	-0.021524
15.280000	1.924393	1.821246	16.517989	-0.010492	-0.001904	6.691919	0.047974	561.593887	-0.007675	-0.020234
15.285000	0.209597	0.343857	3.329661	-0.077460	-0.056772	5.446617	-1.597759	546.121384	-0.007307	-0.020568
15.290000	0.599410	0.499321	5.757989	-0.014591	-0.016823	5.991577	-1.833412	542.688202	-0.006713	-0.020688
15.295000	0.599410	0.654786	5.412382	-0.004297	-0.000849	7.158628	-1.285801	543.378242	-0.006529	-0.020684
15.300000	1.690441	1.821246	13.046130	0.005750	0.026913	9.804895	0.593891	559.202950	-0.006218	-0.019831
15.305000	0.521320	0.499638	5.412382	-0.003979	-0.000218	9.259659	-0.425510	552.326057	-0.006062	-0.019354
15.310000	-0.180217	0.033561	-1.183362	0.000000	0.000000	10.660345	0.122101	559.205666	-0.006036	-0.018460
15.315000	-0.257988	-0.122221	-2.571315	0.000000	0.000000	10.893145	0.591721	561.614845	-0.005910	-0.018229
15.320000	-1.427110	-1.521402	-13.677712	0.000000	0.000000	9.881199	-0.427444	552.328773	-0.005869	-0.018668
15.325000	0.442911	0.655419	4.717220	-0.004200	-0.000977	10.814896	1.217564	559.550880	-0.005930	-0.018322
15.330000	-0.491622	-0.588614	-3.612083	0.000000	0.000000	9.802671	1.217564	556.107208	-0.006363	-0.018096
15.335000	-0.803982	-0.277685	-5.695593	0.000000	0.000000	9.178909	2.000828	557.487312	-0.005890	-0.018082
15.340000	-0.959206	-1.132582	-9.859456	0.000000	0.000000	7.232710	1.374264	548.198929	-0.006031	-0.018883
15.345000	0.287050	0.422064	2.636867	0.039792	0.000405	8.244101	3.411388	561.954239	-0.006337	-0.017150
15.350000	0.599091	0.422064	6.105569	-0.023721	-0.031242	7.387539	3.881733	567.108528	-0.006772	-0.016179
15.355000	0.365140	0.266917	3.676452	0.011603	0.027100	6.064266	3.412354	561.946106	-0.007109	-0.016477
15.360000	0.365140	0.344173	6.800731	-0.020540	-0.027797	3.962402	2.472626	550.592209	-0.007511	-0.016952
15.365000	0.521320	0.655419	5.411198	-0.003942	0.034417	3.495415	2.708279	551.279938	-0.007482	-0.016942
15.370000	-0.569712	-0.511040	-3.959270	0.000000	0.000000	2.172697	2.082199	544.398811	-0.007751	-0.017131
15.375000	0.365140	0.421747	4.024033	-0.004515	0.000159	2.250113	2.787960	550.581741	-0.008536	-0.016622
15.380000	1.222538	0.966349	10.617013	-0.009165	0.007853	3.339752	4.042053	562.963158	-0.008592	-0.014959
15.385000	-0.335760	-0.122221	-3.612873	0.000000	0.000000	2.172697	3.024338	556.079689	-0.009092	-0.015444
15.390000	-0.569393	-0.666821	-3.612873	0.000000	0.000000	1.550049	2.476486	550.231102	-0.009279	-0.015417
15.395000	0.443548	0.266283	3.675269	-0.055008	-0.024991	1.783958	2.712139	549.197762	-0.009416	-0.015973
15.400000	1.223175	1.121180	8.535477	-0.011418	0.009395	2.328917	3.261200	551.602676	-0.009722	-0.015410
15.405000	-0.101808	-0.122537	-1.876943	0.000000	0.000000	1.862484	2.400429	546.094666	-0.010248	-0.015879
15.410000	1.456808	1.276644	10.963410	-0.014875	0.015671	2.951845	3.262409	551.940918	-0.010286	-0.015915
15.415000	-0.257670	-0.200111	-2.918895	0.000000	0.000000	1.628851	1.617645	538.520744	-0.011061	-0.017125
15.420000	0.210233	0.188392	3.328872	-0.040979	-0.055693	2.018425	1.461185	542.305374	-0.010885	-0.016824
15.425000	-0.335760	-0.355893	-2.917712	0.000000	0.000000	2.173811	0.991077	540.923347	-0.011588	-0.016848
15.430000	0.755271	1.043289	7.841105	-0.026614	0.010417	2.329752	1.226494	541.953964	-0.011682	-0.017000
15.435000	0.365777	0.188392	2.288497	0.018452	-0.122495	1.084726	0.051594	531.975533	-0.012200	-0.017806
15.440000	0.677181	0.732360	5.413172	-0.004587	0.034111	1.473745	0.286770	537.129791	-0.012653	-0.017468
15.445000	0.521957	0.421431	4.024033	-0.005373	0.000161	0.773125	-0.026634	536.439346	-0.012866	-0.017831
15.450000	-0.803026	-0.589565	-7.776736	0.000000	0.000000	-1.250492	-1.436470	528.527199	-0.013097	-0.018219
15.455000	-0.179580	0.032611	-0.141804	0.000000	0.000000	-1.095385	-0.496502	540.557182	-0.013801	-0.016624
15.460000	1.612669	1.509683	14.089662	-0.016130	0.005038	-0.472733	0.757114	553.622063	-0.014140	-0.015254
15.465000	-0.335442	-0.278318	-0.140224	0.000000	0.000000	-2.963339	-0.731190	537.801239	-0.014246	-0.016700
15.470000	1.223175	1.121180	12.005362	-0.018234	-0.009271	-2.185301	0.600655	549.151245	-0.014081	-0.015890
15.475000	-0.257670	-0.123171	0.553357	-0.228544	-0.667143	-3.585987	-0.339558	539.865196	-0.014164	-0.016302
15.480000	-1.348383	-1.133849	-13.677712	0.000000	0.000000	-4.364580	-0.888134	531.266861	-0.014257	-0.017079
15.485000	-0.958570	-0.822603	-9.165875	0.000000	0.000000	-3.819622	-0.104866	538.491287	-0.013969	-0.016704
15.490000	0.521957	0.499005	4.022849	-0.005323	0.047177	-2.262438	1.148506	546.403839	-0.013711	-0.015647
15.495000	0.365777	0.343540	3.328872	-0.042007	-0.056719	-2.340130	0.677917	540.215065	-0.013648	-0.015107
15.500000	2.080254	1.743038	18.254312	-0.006364	-0.017314	-0.860918	1.853542	548.817673	-0.013156	-0.014398
15.505000	0.443548	0.421431	6.453150	-0.012488	-0.014745	-1.717203	0.521217	534.717499	-0.013144	-0.015965
15.510000	0.054054	0.265966	2.634500	-0.050424	0.001461	-1.093994	0.442745	533.003448	-0.012649	-0.015480
15.515000	0.677500	0.654469	6.800731	-0.003662	-0.000691	-0.315126	0.991077	533.693489	-0.012439	-0.015483
15.520000	1.066995	1.121180	9.576638	-0.003495	-0.021525	1.864429	2.479626	545.391045	-0.012027	-0.013821
15.525000	0.521638	0.499005	4.717220	-0.004567	-0.000248	1.864708	1.852577	540.230568	-0.012259	-0.014103
15.530000	0.911451	0.887508	8.535477	-0.010615	0.009997	3.421335	2.400669	547.457726	-0.011822	-0.012728
15.535000	0.677181	0.576895	6.106359	-0.004055	0.030781	3.888880	2.243729	544.021797	-0.011477	-0.013499
15.540000	0.288323	0.032611	3.328872	-0.041496	-0.054664	4.044821	1.616440	541.959793	-0.011307	-0.013875
15.545000	-0.491622	-0.278318	-3.265292	0.000000	0.000000	4.278452	1.145847	539.214294	-0.010707	-0.014277
15.550000	-0.802708	-0.822287	-8.124317	0.000000	0.000000	3.889158	-0.029774	531.648918	-0.010625	-0.015145
15.555000	-0.257988	0.033245	-2.224524	0.000000	0.000000	6.302069	1.536518	547.816498	-0.010282	-0.014240
15.560000	-0.491622	-0.744396	-3.959270	0.000000	0.000000	6.068434	0.830997	544.724266	-0.010002	-0.013772
15.565000	-0.257988	-0.044646	-2.571315	0.000000	0.000000	6.301790	0.908745	541.627365	-0.010183	-0.014378
15.570000	1.612669	1.354852	12.700523	-0.017911	-0.009169	7.936388	2.083645	551.944420	-0.010266	-0.013469
15.575000	-0.335760	-0.200111	-2.570921	0.000000	0.000000	6.301790	0.594620	540.253456	-0.009988	-0.014752
15.580000	-0.257988	-0.277685	-0.141804	0.000000	0.000000	6.068434	0.202984	538.191826	-0.009795	-0.014442
15.585000	0.599091	0.732994	6.106359	-0.023696	-0.001088	6.846748	0.829308	542.662239	-0.009852	-0.014522
15.590000	0.911133	0.732994	7.494708	-0.003981	0.024607	7.547091	1.612576	549.539497	-0.009969	-0.014026
15.595000	-0.024037	0.266283	-0.141804	0.000000	0.000000	7.235489	1.220459	548.506943	-0.010086	-0.013519
15.600000	1.768213	1.510316	16.865570	-0.013678	-0.007127	8.325129	2.160187	560.542755	-0.010223	-0.012757
15.605000	-0.102127	0.033245	-0.141804	0.000000	0.000000	6.923607	1.376194	552.975815	-0.010314	-0.012560
15.610000	0.911133	0.732994	8.536660	-0.010637	-0.011962	7.156685	1.846058	558.474922	-0.010648	-0.012454
15.615000	-0.180217	-0.122221	-0.835782	0.000000	0.000000	6.066769	1.375713	552.628273	-0.010614	-0.013423
15.620000	-0.102127	-0.044330	-1.876943	0.000000	0.000000	5.132790	1.689114	552.281120	-0.010911	-0.013273
15.625000	-0.102127	-0.044330	-0.489385	0.000000	0.000000	5.288176	2.315922	558.127373	-0.010905	-0.012989
15.630000	-0.335760	-0.277368	-2.917712	0.000000	0.000000	4.976574	2.159222	559.154503	-0.011409	-0.012450
15.635000	-0.413850	-0.199794	-3.612873	0.000000	0.000000	3.653301	1.767586	556.400108	-0.011633	-0.012839
15.640000	-1.504881	-1.210473	-12.983341	0.000000	0.000000	1.162697	0.043869	541.955513	-0.011634	-0.014160
15.645000	0.443548	0.189026	1.941706	-0.010388	-0.095265	2.174644	1.219254	553.644173	-0.012070	-0.013223
15.650000	-1.583290	-0.977751	-11.248595	0.000000	0.000000	-0.471622	-0.896099	534.383934	-0.012190	-0.014677
15.655000	0.054054	0.033245	0.205777	0.238878	-0.417228	0.695709	0.592686	547.452690	-0.012153	-0.013693
15.660000	-0.180217	0.266283	-3.265292	0.000000	0.000000	0.540325	0.749630	548.136139	-0.012570	-0.014028
15.665000	-0.024037	-0.044330	-0.489385	0.000000	0.000000	0.929619	1.063274	552.262505	-0.012705	-0.012564
15.670000	0.442911	0.499321	4.024033	-0.004941	-0.000265	0.852205	1.141747	551.915352	-0.013038	-0.012404
15.675000	-0.024037	0.110501	-0.835385	0.000000	0.000000	0.541435	0.828583	548.473228	-0.013330	-0.013504
15.680000	0.209597	0.266283	0.899754	0.051059	0.110987	0.463465	0.672363	549.845581	-0.013730	-0.012087
15.685000	0.365777	0.188392	3.676452	-0.054581	-0.076427	0.930733	0.907780	550.532928	-0.013731	-0.012770
15.690000	-0.959206	-0.666821	-6.737151	0.000000	0.000000	0.075281	-0.031948	541.932663	-0.014034	-0.013459
15.695000	-0.179580	-0.200111	-0.141804	0.000000	0.000000	0.853596	0.203224	545.369736	-0.014194	-0.013731
15.700000	0.989223	0.888141	7.494708	-0.004210	0.024151	2.488194	1.613541	556.719742	-0.014066	-0.012995
15.705000	-0.023718	-0.044646	0.898964	0.056660	-0.093719	1.710436	0.908745	550.525925	-0.014419	-0.013801
15.710000	0.833361	0.810567	5.065591	0.006428	0.054982	2.177423	1.144161	552.932396	-0.014481	-0.013922
15.715000	0.521638	0.421431	5.064801	-0.016263	-0.018766	0.932955	-0.266155	543.301514	-0.014697	-0.014113
15.720000	0.833361	0.576895	8.189080	-0.018307	-0.023723	0.076950	-0.579319	539.855507	-0.015428	-0.014191
15.725000	-0.179898	-0.122537	-1.528573	0.000000	0.000000	-1.012691	-1.362583	533.663628	-0.015569	-0.015035
15.730000	0.054054	0.265966	0.205777	0.238878	-0.442108	-0.857027	-0.579075	538.475029	-0.015878	-0.014931
15.735000	-0.023718	0.110185	-0.488201	0.000000	0.000000	-1.868696	-1.048698	533.657036	-0.016211	-0.015049
15.740000	-0.257670	-0.123171	-1.876943	0.000000	0.000000	-1.946388	-0.656822	536.406792	-0.016346	-0.014987
15.745000	0.677500	0.576895	5.064801	0.007079	0.018303	-1.245768	0.048214	542.596313	-0.016403	-0.014146
15.750000	-0.179580	-0.123171	-1.529759	0.000000	0.000000	-2.335684	-0.735294	537.777214	-0.016958	-0.013888
15.755000	0.521638	0.576895	7.147521	0.005486	-0.013761	-1.946667	-0.265671	541.561821	-0.016740	-0.013635
15.760000	1.145403	0.732360	7.494708	-0.020901	-0.000899	-0.934721	0.596066	551.188469	-0.016916	-0.013772
15.765000	0.131506	0.265649	1.246545	0.086918	0.003616	-1.557648	-0.187683	544.994652	-0.017310	-0.014246
15.770000	1.690759	1.354535	13.741292	-0.021101	-0.015438	-0.545702	0.673813	553.594925	-0.016964	-0.013887
15.775000	-0.413850	-0.044646	-2.570921	0.000000	0.000000	-0.934998	-0.423100	548.084969	-0.017784	-0.014328
15.780000	-0.024037	-0.122537	1.246545	-0.105522	-0.296251	-0.545980	-0.031708	551.869591	-0.017564	-0.014074
15.785000	-0.179898	0.032611	-2.917712	0.000000	0.000000	-0.857027	-0.736984	544.647499	-0.017681	-0.014407
15.790000	-0.101490	0.032611	0.205777	0.255507	-0.417160	-1.246046	-1.364033	538.800446	-0.017752	-0.015768
15.795000	0.443548	0.421431	5.064801	0.008095	0.018979	-0.545980	-1.050869	543.614159	-0.017839	-0.014944
15.800000	1.612669	1.432109	15.477221	-0.014689	-0.007648	0.777014	0.280972	554.617012	-0.017961	-0.014017
15.805000	0.365777	0.499321	4.370430	-0.018031	0.021552	-0.546259	-0.816177	542.578880	-0.018207	-0.015157
15.810000	-1.348701	-1.211423	-12.289364	0.000000	0.000000	-1.013802	-0.894894	538.451363	-0.018332	-0.015271
15.815000	-0.101808	0.032611	-1.530546	0.000000	0.000000	0.231222	0.202019	549.456940	-0.018223	-0.013629
15.820000	-0.179898	0.032611	-2.223340	0.000000	0.000000	0.153530	0.123306	546.017517	-0.018338	-0.013366
15.825000	0.210233	0.188392	1.594126	-0.047590	-0.175988	-0.158073	0.201534	544.986511	-0.018250	-0.013568
15.830000	-1.348701	-1.133532	-11.247411	0.000000	0.000000	-0.858694	-0.190578	539.481209	-0.018637	-0.013691
15.835000	-0.179898	-0.200111	-0.835782	0.000000	0.000000	0.619684	1.297962	551.862236	-0.018483	-0.012413
15.840000	0.521638	0.421747	4.370430	-0.018816	0.021943	1.008980	1.689598	553.238075	-0.018451	-0.012397
15.845000	-0.491622	-0.511357	-5.000038	0.000000	0.000000	0.697655	1.532898	551.174110	-0.018510	-0.012781
15.850000	-1.115068	-0.899860	-10.205853	0.000000	0.000000	1.086674	1.611126	551.174522	-0.018526	-0.012098
15.855000	-0.491622	-0.433466	-3.960454	0.000000	0.000000	1.553381	1.846058	553.581367	-0.018570	-0.011883
15.860000	0.209597	0.033245	4.022849	-0.064096	-0.045318	0.930733	1.062550	544.640129	-0.018638	-0.012742
15.865000	0.054054	0.188392	0.900148	0.189603	-0.098930	1.320028	0.906090	544.640129	-0.018653	-0.012390
15.870000	1.378718	1.199070	12.700523	-0.017505	-0.008899	2.643023	1.924530	555.300476	-0.018662	-0.011337
15.875000	0.365777	0.266283	2.982081	-0.067244	-0.030764	1.786737	1.376194	549.451118	-0.018942	-0.012644
15.880000	0.755271	0.654786	7.494708	-0.019755	-0.000671	2.409389	1.767830	553.921921	-0.018918	-0.011703
15.885000	-0.023718	0.032611	-0.489385	0.000000	0.000000	1.475136	1.219254	549.102417	-0.019490	-0.011784
15.890000	-1.738833	-1.133532	-15.066851	0.000000	0.000000	-0.626451	-0.347523	535.341682	-0.020143	-0.012026
15.895000	0.210233	0.110501	0.205777	0.222180	-0.425487	0.307247	1.454666	547.722710	-0.019933	-0.011477
15.900000	0.754953	0.888141	7.147128	-0.012205	0.011952	0.540325	2.238415	553.567406	-0.020052	-0.010191
15.905000	-0.335442	-0.433466	-2.223340	0.000000	0.000000	-0.704979	1.768314	548.751770	-0.020183	-0.010607
15.910000	1.378718	1.043922	11.312174	-0.019660	-0.009680	-0.004635	3.257339	560.101784	-0.019898	-0.009605
15.915000	-0.257670	-0.122537	-0.488201	0.000000	0.000000	-0.705532	2.865223	554.941315	-0.020169	-0.009849
15.920000	-0.647483	-0.511357	-7.429945	0.000000	0.000000	-1.328184	2.473831	552.530594	-0.020561	-0.009705
15.925000	-0.647483	-0.511357	-4.653641	0.000000	0.000000	-1.406155	2.630291	551.498039	-0.020706	-0.009215
15.930000	-1.426791	-1.366570	-12.636944	0.000000	0.000000	-2.963060	1.533863	539.116997	-0.020908	-0.010086
15.935000	0.365777	0.343857	3.675662	-0.021533	-0.077315	-1.717203	2.709244	544.967529	-0.020396	-0.009852
15.940000	-0.569393	-0.666821	-4.653641	0.000000	0.000000	-2.728870	1.612576	535.334709	-0.020956	-0.009632
15.945000	0.677181	0.499321	6.800731	-0.021549	-0.028299	-0.860363	3.179592	547.372444	-0.020669	-0.008964
15.950000	0.365777	0.343857	2.982081	-0.067244	-0.031337	-0.393097	3.493237	547.718056	-0.020564	-0.008106
15.955000	0.054054	0.265966	1.246545	0.088285	0.003611	-0.392818	3.493237	544.962112	-0.021112	-0.008148
15.960000	1.534580	1.510000	13.393711	-0.016850	-0.008957	1.008146	4.511917	553.217941	-0.020845	-0.007039
15.965000	-0.102127	0.188075	-1.181782	0.000000	0.000000	-0.314569	3.415489	538.775299	-0.020917	-0.007888
15.970000	-0.023718	0.265966	-0.489384	0.000000	0.000000	-0.080660	3.494205	537.744278	-0.020856	-0.008083
15.975000	0.755590	0.576895	6.453940	-0.013528	0.014313	0.541714	4.199482	542.901253	-0.021010	-0.007161
15.980000	0.755271	0.576895	6.453150	-0.013550	-0.015275	1.397997	5.139935	549.093132	-0.020802	-0.006084
15.985000	-0.023718	0.110501	-0.141804	0.000000	0.000000	1.009258	4.905243	545.308113	-0.021045	-0.006638
15.990000	-0.724936	-0.511357	-5.348013	0.000000	0.000000	0.619963	4.670551	542.558357	-0.020916	-0.006663
15.995000	-0.101808	0.110185	-0.835385	0.000000	0.000000	0.931566	4.827492	543.248802	-0.020680	-0.006312
16.000000	1.145403	0.888141	7.842289	-0.012218	0.010892	1.943512	5.846661	550.467033	-0.020989	-0.005753
16.005000	0.443548	0.576895	3.676452	0.011133	0.025245	0.853874	5.141861	539.808617	-0.020812	-0.007067
16.010000	1.924711	1.432109	16.865570	-0.013882	-0.007025	1.476801	6.004082	544.969482	-0.020525	-0.006859
16.015000	0.209597	0.499005	4.024033	-0.003665	-0.000263	0.076115	4.594250	531.900345	-0.020758	-0.007685
16.020000	0.989860	0.654786	7.147128	-0.012928	0.012670	1.243725	5.691647	540.156166	-0.020480	-0.006559
16.025000	-0.335442	-0.278318	-3.611689	0.000000	0.000000	0.465689	4.673450	531.900726	-0.020774	-0.007331
16.030000	0.989223	0.732360	10.964594	-0.025049	-0.018079	1.321695	5.300739	539.125168	-0.020412	-0.006732
16.035000	0.365777	0.343540	1.246545	0.082783	0.002242	0.232056	4.516987	529.837166	-0.020847	-0.006997
16.040000	1.223493	1.276328	13.742475	-0.002661	-0.001377	1.321695	5.144035	535.685745	-0.020546	-0.006416
16.045000	-0.569393	-0.511674	-3.265292	0.000000	0.000000	-0.156961	3.420799	521.583672	-0.020939	-0.007789
16.050000	0.288323	0.188075	4.370430	-0.073312	-0.064364	0.777014	4.125839	531.900726	-0.020787	-0.007309
16.055000	-0.257352	-0.123171	-0.835782	0.000000	0.000000	1.166309	3.733719	532.931343	-0.020875	-0.007102
16.060000	-0.880798	-0.589248	-7.082365	0.000000	0.000000	0.699043	2.871738	531.212219	-0.020812	-0.007980
16.065000	-0.803026	-0.589565	-7.084732	0.000000	0.000000	0.854706	2.166462	532.243240	-0.020890	-0.007757
16.070000	1.846621	1.587574	16.865570	-0.013780	-0.007227	3.345034	4.124630	552.532150	-0.020746	-0.007032
16.075000	-0.335442	-0.278318	-4.306061	0.000000	0.000000	0.932398	2.009037	534.306427	-0.020810	-0.009135
16.080000	1.301265	1.120863	12.352943	-0.022784	-0.016748	1.943512	3.105949	543.592850	-0.020597	-0.008152
16.085000	-0.101808	0.032611	-0.489385	0.000000	0.000000	0.386885	1.930325	532.584976	-0.020970	-0.009696
16.090000	-0.724936	-0.511674	-4.653641	0.000000	0.000000	0.075560	1.616680	529.488045	-0.021197	-0.009920
16.095000	-0.413532	-0.278318	-3.960454	0.000000	0.000000	0.931288	2.008068	538.089111	-0.020772	-0.008544
16.100000	-1.192840	-0.900177	-11.247805	0.000000	0.000000	-0.469954	1.145847	529.488045	-0.021174	-0.009900
16.105000	-0.179580	0.032611	-1.876943	0.000000	0.000000	0.541435	2.320751	541.867538	-0.021163	-0.008669
16.110000	0.833361	0.732360	7.841499	-0.011361	-0.013021	-0.003799	1.693459	539.460678	-0.021126	-0.008859
16.115000	0.521638	0.421431	3.676452	0.010666	0.026175	0.463465	1.771450	541.181358	-0.020965	-0.009357
16.120000	-0.024037	0.110501	1.247335	-0.105344	-0.147086	-0.004356	1.378853	543.240662	-0.021308	-0.009307
16.125000	0.210233	0.265966	0.205777	0.222180	-0.442108	0.540047	1.926945	549.429802	-0.021303	-0.009223
16.130000	0.599091	0.732360	6.800731	-0.021297	-0.029053	1.240110	2.631256	560.777893	-0.021210	-0.008219
16.135000	0.210233	0.188392	2.634500	-0.097905	-0.070455	0.694876	2.474556	559.056824	-0.021363	-0.008745
16.140000	-0.647483	-0.278318	-7.429945	0.000000	0.000000	-0.706367	1.690323	552.863403	-0.021770	-0.009154
16.145000	0.054054	0.033245	-0.489384	0.000000	0.000000	-0.473289	2.081474	555.269882	-0.021791	-0.009300
16.150000	-0.803663	-0.666821	-6.736362	0.000000	0.000000	-1.874533	1.533138	548.392204	-0.021796	-0.010087
16.155000	-0.179898	-0.044646	-1.529363	0.000000	0.000000	-1.563484	2.237934	553.548416	-0.021926	-0.010191
16.160000	-0.179898	0.033245	-1.529363	0.000000	0.000000	-2.263828	1.846058	550.108620	-0.022039	-0.010583
16.165000	0.677500	0.499638	7.841499	-0.010924	-0.012368	-1.408100	2.942730	561.799591	-0.022031	-0.009394
16.170000	-1.426791	-0.977751	-11.941783	0.000000	0.000000	-3.042698	1.219013	547.698288	-0.022437	-0.009741
16.175000	0.287368	0.421747	5.064801	-0.015246	-0.018767	-1.953058	2.315922	557.670128	-0.022392	-0.009439
16.180000	0.287368	0.343857	4.370823	0.010119	-0.021281	-3.120668	1.375713	549.416634	-0.022471	-0.010234
16.185000	0.755271	0.577212	6.453150	-0.013550	-0.015276	-2.497738	2.159222	554.229950	-0.022513	-0.010175
16.190000	1.690441	1.587890	13.048104	-0.003580	0.012659	-1.252436	3.099430	564.204102	-0.022261	-0.009193
16.195000	0.521320	0.577212	5.064801	-0.016262	-0.019443	-2.653122	1.767830	554.573219	-0.022601	-0.009641
16.200000	0.755271	0.810567	5.759962	0.005928	0.015202	-1.719425	2.786510	564.202171	-0.022456	-0.008846
16.205000	-0.959206	-0.744712	-7.777526	0.000000	0.000000	-3.354023	1.689842	553.536011	-0.023161	-0.009486
16.210000	1.612669	1.432109	14.436453	-0.011539	-0.001570	-1.330130	3.805435	570.735008	-0.022524	-0.007953
16.215000	-0.101808	0.110501	-0.835782	0.000000	0.000000	-3.276052	2.081955	553.195450	-0.022852	-0.008995
16.220000	-1.115068	-0.822287	-10.553434	0.000000	0.000000	-4.054365	1.690804	544.254219	-0.022984	-0.009824
16.225000	0.755271	0.654786	5.758779	-0.015160	0.015744	-1.641455	3.649696	561.455132	-0.022143	-0.008585
16.230000	0.132462	0.033245	-1.876943	0.000000	0.000000	-2.264107	3.258060	553.201645	-0.022239	-0.009384
16.235000	0.209597	0.499321	4.370430	-0.017245	0.021552	-1.952503	3.493477	552.174896	-0.021749	-0.009241
16.240000	0.911133	0.810567	9.230638	-0.036173	-0.031993	-0.318182	4.511917	561.461739	-0.021551	-0.007946
16.245000	-0.180217	-0.044646	0.552174	-0.011428	0.020133	-1.407822	3.258789	548.393364	-0.021814	-0.008430
16.250000	-0.803026	-0.666821	-6.389571	0.000000	0.000000	-1.874533	2.318577	537.388580	-0.022029	-0.008918
16.255000	0.131506	0.343857	0.205777	0.821787	0.478578	-0.161964	3.728893	543.243362	-0.021079	-0.008704
16.260000	-2.128010	-1.677183	-17.495968	0.000000	0.000000	-1.018250	2.945866	529.484177	-0.021606	-0.009973
16.265000	-0.257988	-0.122537	-3.265292	0.000000	0.000000	0.772289	4.199722	537.743484	-0.020891	-0.009519
16.270000	-1.270930	-1.444145	-9.165875	0.000000	0.000000	0.149639	3.416695	530.180824	-0.020717	-0.009266
16.275000	-0.101808	-0.122537	-1.182966	0.000000	0.000000	2.795906	5.219128	550.129570	-0.020270	-0.007622
16.280000	-0.802708	-0.744712	-6.389571	0.000000	0.000000	2.173254	4.122700	543.940399	-0.020261	-0.007665
16.285000	-0.024037	0.110501	1.247335	-0.105344	-0.147086	2.873877	4.201408	547.036919	-0.020061	-0.007798
16.290000	0.833361	1.043289	6.800731	-0.004166	-0.001948	3.107508	4.202137	546.353065	-0.019656	-0.008154
16.295000	-0.257670	-0.278318	-3.612873	0.000000	0.000000	2.562828	3.105465	539.475815	-0.019668	-0.008914
16.300000	-0.803026	-0.667139	-9.513456	0.000000	0.000000	2.407444	2.322201	536.037949	-0.019567	-0.009294
16.305000	1.223493	0.966032	10.269433	-0.015401	-0.001188	3.808409	3.419350	546.705650	-0.018680	-0.009329
16.310000	-1.192840	-0.978384	-9.165875	0.000000	0.000000	1.784792	0.990841	530.885216	-0.018943	-0.009866
16.315000	-0.413532	-0.356209	-4.653641	0.000000	0.000000	2.874430	1.617645	535.699310	-0.019037	-0.009094
16.320000	-0.569393	-0.589248	-4.306061	0.000000	0.000000	2.252337	0.520493	530.885605	-0.018962	-0.009845
16.325000	0.677500	0.654469	4.718010	-0.005264	0.039501	3.497639	1.382229	538.111977	-0.018415	-0.009221
16.330000	0.677500	0.576895	6.800731	-0.021550	-0.028550	2.797016	0.833897	535.022057	-0.017933	-0.009073
16.335000	0.755590	0.732360	5.411592	-0.004958	-0.036450	2.641354	1.147301	535.709381	-0.017903	-0.009782
16.340000	0.521638	0.421431	2.981291	-0.027652	-0.031845	2.252613	1.225769	534.333542	-0.017935	-0.009810
16.345000	1.223493	1.043289	10.619380	-0.009204	-0.028251	3.419668	2.087509	545.000107	-0.017289	-0.008783
16.350000	0.989223	1.120863	10.269433	-0.014899	-0.001520	3.575052	2.400669	548.783188	-0.017282	-0.007872
16.355000	0.054690	0.110185	0.900938	-0.080485	-0.309364	2.952400	2.165497	544.310440	-0.017514	-0.008449
16.360000	-0.102127	0.188075	1.246545	0.091041	0.004985	2.251503	1.930325	539.842354	-0.017300	-0.007985
16.365000	-0.491303	-0.511674	-5.695199	0.000000	0.000000	2.095840	1.616680	534.340515	-0.017252	-0.009117
16.370000	-1.036978	-0.744712	-7.777526	0.000000	0.000000	2.173811	1.773140	533.663277	-0.016150	-0.008781
16.375000	0.209597	0.188392	1.941706	-0.007738	-0.095257	4.042042	3.496616	545.701408	-0.015967	-0.007788
16.380000	-1.894695	-1.677500	-16.455593	0.000000	0.000000	2.485136	1.772900	529.539619	-0.015838	-0.009208
