BioWare Version 5.3.0.7 Export
Device:	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA
Samples (#):	6000	6000	6000	6000	6000	6000	6000	6000	6000	6000
Rate (Hz):	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0	0	0	0	0	0	0
Contact period end (sample #):	5998	5998	5998	5998	5998	5999	5999	5999	5999	5999
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	29.990000	29.990000	29.990000	29.990000	29.990000	29.995001	29.995001	29.995001	29.995001	29.995001
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
File Information
Date	Nov 11, 2022  11:19:19
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Ax	Ay	Fx	Fy	Fz	Ax	Ay
	N	N	N	m	m	N	N	N	m	m
2.210000	-1.036978	-0.977751	-7.082365	0.000000	0.000000	0.228443	-3.401394	532.346306	-0.009103	-0.020317
2.215000	-1.037297	-0.744712	-8.471897	0.000000	0.000000	0.773403	-2.853058	539.568810	-0.009108	-0.019191
2.220000	-0.179898	-0.122537	-1.182966	0.000000	0.000000	1.629408	-2.148022	544.727722	-0.009161	-0.018514
2.225000	0.911133	0.966032	7.842289	-0.011561	0.010674	1.785070	-1.756149	546.103577	-0.009143	-0.018483
2.230000	0.443548	0.421431	5.065591	-0.039910	-0.018806	0.618017	-3.009518	536.474625	-0.009044	-0.019118
2.235000	-1.036978	-0.666821	-10.553434	0.000000	0.000000	0.540047	-3.166462	536.127457	-0.009384	-0.018948
2.240000	-0.179898	-0.278318	-1.181782	0.000000	0.000000	1.084726	-2.539658	544.727722	-0.009139	-0.018499
2.245000	-0.101808	-0.044646	0.206173	-1.512766	-0.411800	1.396051	-2.461185	548.167534	-0.009091	-0.018040
2.250000	-1.582335	-1.522036	-12.983735	0.000000	0.000000	0.306414	-3.636570	538.538193	-0.008995	-0.018669
2.255000	-1.036978	-0.900177	-8.819478	0.000000	0.000000	1.396051	-2.696362	547.825027	-0.008987	-0.017523
2.260000	-0.179898	0.110501	-0.836965	0.000000	0.000000	1.162975	-2.853058	544.730057	-0.008921	-0.018138
2.265000	0.677818	0.499321	3.676452	0.009732	0.025709	1.318638	-2.539658	546.454597	-0.008347	-0.018614
2.270000	0.988905	0.810567	8.187896	-0.018702	-0.001046	1.396608	-2.696362	547.487549	-0.008223	-0.018400
2.275000	0.210233	0.188392	-1.181782	0.000000	0.000000	1.240946	-3.088474	543.021011	-0.007735	-0.019059
2.280000	0.053416	0.033245	0.552174	-0.020736	0.017030	1.396608	-3.245419	545.422035	-0.008477	-0.018100
2.285000	0.989223	0.810567	9.924219	0.002929	-0.010451	2.408554	-2.775311	551.617798	-0.007980	-0.017572
2.290000	1.222538	1.199070	9.923432	-0.009778	0.046371	2.720158	-2.854027	552.303963	-0.008199	-0.017203
2.295000	1.534580	1.354535	15.477221	-0.014578	-0.007537	2.253170	-3.324371	546.459267	-0.007944	-0.017545
2.300000	0.599091	0.577212	4.370823	0.008550	-0.022455	2.019814	-3.638020	541.993103	-0.007449	-0.018199
2.305000	-0.024037	-0.044646	1.247335	-0.105344	-0.144350	1.941568	-3.873188	541.303444	-0.007678	-0.017514
2.310000	0.443548	0.343857	3.327688	-0.042474	0.000609	3.654133	-2.620300	553.682137	-0.007997	-0.016487
2.315000	-0.491622	-0.433783	-5.000038	0.000000	0.000000	3.653580	-2.542313	551.963402	-0.007915	-0.016713
2.320000	-0.335760	-0.044646	-0.835782	0.000000	0.000000	4.042595	-2.229393	554.715477	-0.007888	-0.015960
2.325000	1.066995	1.199070	11.658965	-0.023716	-0.034261	5.287342	-1.132965	563.656715	-0.008016	-0.015411
2.330000	-0.413850	-0.355893	-3.612873	0.000000	0.000000	3.653023	-2.386578	547.837822	-0.007759	-0.016846
2.335000	-0.803663	-0.588931	-5.347619	0.000000	0.000000	3.341419	-2.543278	545.083809	-0.008009	-0.017273
2.340000	-0.102127	0.033245	-1.529363	0.000000	0.000000	4.041485	-1.446850	551.618172	-0.008045	-0.016939
2.345000	1.222538	1.199704	10.619380	-0.009202	-0.028575	4.975460	-0.271465	561.592369	-0.008036	-0.015841
2.350000	-0.413850	-0.511040	-6.389571	0.000000	0.000000	3.496248	-1.446850	551.616638	-0.008241	-0.015910
2.355000	0.754635	0.888458	7.147128	-0.012204	0.011951	4.118900	-0.663826	559.867813	-0.008566	-0.015030
2.360000	1.066995	0.888458	8.189080	-0.018935	-0.024560	3.184647	-0.742298	555.742599	-0.008380	-0.015138
2.365000	0.209278	0.344173	3.676452	-0.053644	-0.077359	1.861095	-1.917198	547.828117	-0.008785	-0.015828
2.370000	0.910815	0.810884	8.883057	-0.017045	-0.000965	2.483746	-0.742298	553.329552	-0.008935	-0.015375
2.375000	-0.803663	-0.588931	-8.471897	0.000000	0.000000	1.160751	-1.603794	545.764580	-0.008792	-0.015554
2.380000	0.521320	0.344173	5.412382	-0.003979	0.000414	2.716824	0.198399	562.264977	-0.009649	-0.013484
2.385000	-0.102127	-0.122221	1.247335	-0.103967	-0.142981	2.094173	-0.193233	558.135521	-0.009916	-0.013568
2.390000	0.131506	0.111135	0.205777	0.230597	-0.425555	2.250113	0.277355	559.509422	-0.010111	-0.013215
2.395000	0.443548	0.499321	4.024033	-0.004944	-0.000265	1.860817	0.512524	558.821312	-0.010109	-0.013242
2.400000	0.131506	0.033245	1.246545	-0.108267	-0.299001	0.926840	-0.114040	554.691452	-0.010369	-0.013997
2.405000	-1.037297	-0.744396	-6.389571	0.000000	0.000000	-0.396431	-0.662136	547.471283	-0.010130	-0.014334
2.410000	0.443548	0.111135	5.064407	-0.039878	0.020221	0.381884	0.200089	552.970779	-0.010490	-0.013541
2.415000	-1.582653	-1.366570	-14.718481	0.000000	0.000000	-1.330406	-1.367168	540.244919	-0.010569	-0.014672
2.420000	-0.413850	-0.200111	-3.265292	0.000000	0.000000	-0.318460	-0.269779	548.149712	-0.011217	-0.012605
2.425000	-0.803663	-0.666505	-5.001222	0.000000	0.000000	-0.863140	-0.975056	541.272072	-0.011122	-0.013438
2.430000	1.690123	1.743672	14.784033	-0.007268	0.004468	1.005089	0.905605	555.026596	-0.011341	-0.012496
2.435000	1.223175	0.810884	9.578218	-0.029227	-0.020854	0.615793	0.592445	551.933952	-0.011065	-0.012726
2.440000	0.521320	0.344173	4.024033	0.024862	0.048090	0.071671	0.122341	544.707588	-0.011528	-0.013050
2.445000	0.443548	0.266283	3.675662	-0.021999	-0.076851	0.772289	0.671158	550.554626	-0.011537	-0.012072
2.450000	-0.335760	-0.511040	-2.572105	0.000000	0.000000	0.227331	0.357994	546.770378	-0.011709	-0.011279
2.455000	-0.024037	0.343857	0.899754	0.056772	0.109091	0.772289	0.906815	550.895576	-0.011858	-0.011217
2.460000	-0.413850	-0.200111	-3.612873	0.000000	0.000000	0.149916	0.593410	543.330597	-0.011784	-0.011361
2.465000	0.443548	0.343857	5.065591	-0.015894	0.019270	1.083895	1.298931	549.176849	-0.011799	-0.011096
2.470000	0.287368	0.421747	2.634500	-0.052372	0.000160	1.473467	1.690804	550.209793	-0.011682	-0.011262
2.475000	-1.504563	-1.288680	-12.289757	0.000000	0.000000	-0.316517	0.359203	535.077095	-0.011730	-0.012236
2.480000	-0.491622	-0.433466	-3.959664	0.000000	0.000000	0.695433	1.220943	542.299980	-0.011718	-0.011234
2.485000	0.677500	0.499321	7.147128	-0.028987	-0.013599	1.396051	1.612816	545.393005	-0.012008	-0.010318
2.490000	-0.335442	-0.355893	-2.571315	0.000000	0.000000	0.151030	0.516148	532.666763	-0.012143	-0.011410
2.495000	-1.115068	-0.822287	-9.859456	0.000000	0.000000	-0.315681	0.124752	526.134315	-0.011938	-0.012076
2.500000	0.443866	0.266283	4.370430	-0.018424	0.022725	1.163254	1.770481	537.141434	-0.011743	-0.011190
2.505000	-0.180217	0.110501	-1.876943	0.000000	0.000000	0.229277	1.065689	529.571793	-0.012107	-0.012037
2.510000	-0.959206	-0.900177	-8.125106	0.000000	0.000000	0.696821	1.457561	531.977097	-0.012409	-0.011108
2.515000	-0.569393	-0.511357	-6.389571	0.000000	0.000000	1.007868	1.849438	534.724510	-0.012805	-0.010361
2.520000	0.599410	0.499321	7.148311	-0.011753	-0.013551	1.630798	2.554718	540.228661	-0.012694	-0.009581
2.525000	0.755271	0.654786	6.453150	-0.013550	-0.015541	1.630798	2.868362	540.228661	-0.012694	-0.009594
2.530000	0.521320	0.343857	6.453150	-0.031604	-0.044105	1.241501	3.182247	539.883835	-0.012798	-0.009437
2.535000	-1.348701	-1.055959	-11.942573	0.000000	0.000000	-0.392818	1.928635	527.159904	-0.012710	-0.010154
2.540000	-0.179898	0.032611	-0.489385	0.000000	0.000000	0.697098	3.025787	536.103065	-0.012533	-0.009675
2.545000	-1.348701	-1.133532	-11.942966	0.000000	0.000000	0.463465	2.712139	534.384727	-0.012453	-0.009162
2.550000	0.131506	0.188075	1.594916	-0.046394	-0.056171	1.319195	3.887524	541.952049	-0.012306	-0.009080
2.555000	0.521638	0.343540	5.759962	-0.014301	-0.016204	0.074171	2.947556	531.979805	-0.012156	-0.009393
2.560000	0.911133	0.654469	8.189080	-0.018516	-0.023931	0.074724	3.026028	530.605911	-0.011962	-0.009777
2.565000	0.132462	0.032611	0.204593	-0.361770	-0.421164	0.308081	2.948040	531.294014	-0.011956	-0.009405
2.570000	-0.413850	-0.278318	-3.265292	0.000000	0.000000	-0.547924	2.164291	524.073853	-0.011747	-0.010404
2.575000	-0.335442	-0.355893	-3.265292	0.000000	0.000000	0.075003	2.399220	526.482651	-0.011603	-0.010186
2.580000	0.209597	0.343540	1.941706	-0.007738	-0.097015	1.164919	3.182491	535.081383	-0.011565	-0.008463
2.585000	0.755271	0.654786	6.454334	0.005268	-0.015488	1.943233	3.182247	539.897408	-0.011488	-0.007685
2.590000	-0.101808	0.188392	-1.876944	0.000000	0.000000	0.697655	1.849918	528.204094	-0.011475	-0.008877
2.595000	0.833361	0.810567	7.841499	-0.011361	-0.013240	2.332253	3.181282	540.931892	-0.011147	-0.008545
2.600000	-0.413850	-0.200111	-2.223734	0.000000	0.000000	2.332253	2.632706	539.903229	-0.010835	-0.008364
2.605000	-0.491622	-0.744396	-3.611689	0.000000	0.000000	2.176311	2.005417	534.744675	-0.010826	-0.008950
2.610000	-1.426791	-1.288680	-12.983735	0.000000	0.000000	2.331696	1.534588	533.370781	-0.010636	-0.009308
2.615000	0.054054	0.110501	0.205777	0.238878	-0.425487	4.588943	2.709488	549.881248	-0.010391	-0.008385
2.620000	-0.569393	-0.511357	-4.652458	0.000000	0.000000	3.732103	1.611851	542.315887	-0.010287	-0.008809
2.625000	1.378718	1.121180	11.313752	-0.008953	-0.043546	4.199093	1.533138	541.976868	-0.009757	-0.009335
2.630000	-0.569393	-0.666821	-7.429945	0.000000	0.000000	3.654133	0.592445	535.099976	-0.009642	-0.009416
2.635000	0.209278	0.266283	4.021666	-0.064061	0.000848	5.288176	1.531448	548.171051	-0.009465	-0.008536
2.640000	-0.335760	-0.588931	-2.917712	0.000000	0.000000	5.132236	1.060860	545.418968	-0.009509	-0.008909
2.645000	-0.024673	0.033245	1.247335	-0.105333	-0.145723	5.287342	1.138607	548.171051	-0.009465	-0.008520
2.650000	0.833043	0.810884	7.494708	-0.019984	-0.001129	6.065100	1.999866	556.081268	-0.009461	-0.007922
2.655000	0.131506	0.266283	0.900148	0.187710	-0.100834	5.520420	1.294102	551.608917	-0.009630	-0.008129
2.660000	0.287050	0.577846	4.371613	-0.017677	-0.022504	5.441893	1.685497	552.984749	-0.009601	-0.008124
2.665000	0.442911	0.266917	5.064801	-0.015921	-0.018095	5.752663	2.155357	558.828690	-0.009831	-0.008227
2.670000	-0.024673	-0.121903	1.247335	-0.105333	-0.142987	5.674692	2.155357	560.892639	-0.009789	-0.007859
2.675000	-0.648120	-0.588614	-4.653641	0.000000	0.000000	4.896101	1.763241	559.171585	-0.009898	-0.008375
2.680000	-0.336078	-0.199794	-1.181782	0.000000	0.000000	4.740160	1.841713	560.892639	-0.009753	-0.008183
2.685000	-0.102764	-0.121903	0.205777	0.255643	-0.400640	4.039263	1.763485	561.923645	-0.009813	-0.007660
2.690000	0.754953	0.733310	5.412382	-0.004929	-0.001168	3.338640	1.685253	559.169243	-0.010052	-0.008373
2.695000	-0.491940	-0.511040	-4.306061	0.000000	0.000000	1.704321	0.510113	547.476334	-0.009993	-0.009542
2.700000	-0.257988	-0.044330	-1.182966	0.000000	0.000000	2.015646	0.980457	552.975456	-0.010336	-0.009124
2.705000	-0.335760	-0.355258	-3.959270	0.000000	0.000000	1.392994	0.980698	550.566666	-0.010468	-0.009336
2.710000	-0.491940	-0.122221	-2.918502	0.000000	0.000000	1.626072	1.058929	553.320671	-0.010205	-0.008950
2.715000	0.287368	0.111135	1.941706	-0.008619	-0.094382	2.093616	1.529758	557.446243	-0.010360	-0.008562
2.720000	0.442911	0.499638	3.676452	0.011137	0.025707	1.392994	0.746250	551.940956	-0.010659	-0.008275
2.725000	0.677181	0.732994	6.453940	-0.013261	0.013781	1.315302	0.824963	550.908005	-0.010786	-0.008465
2.730000	0.209278	0.421747	1.941706	0.117571	0.099007	1.860262	1.295311	555.721703	-0.010926	-0.008068
2.735000	-0.336078	-0.355258	-2.917712	0.000000	0.000000	1.626905	0.982388	552.283852	-0.010770	-0.008450
2.740000	0.131506	0.111135	0.205777	0.230597	-0.425555	2.327250	1.452496	556.066536	-0.010829	-0.008240
2.745000	0.754953	0.810884	8.882661	-0.003019	-0.043923	3.650801	2.314476	564.662933	-0.011027	-0.007309
2.750000	0.988905	1.043922	9.924219	0.002929	-0.010968	4.273727	2.706589	566.383598	-0.010910	-0.007469
2.755000	0.287368	0.344173	5.064801	-0.015246	-0.018430	2.405775	0.904644	550.906067	-0.011048	-0.008125
2.760000	0.521320	0.499638	5.758779	-0.014266	0.016336	2.172697	0.278316	545.057098	-0.011274	-0.009056
2.765000	0.910815	0.810567	7.493918	-0.003999	-0.001099	2.951290	0.748425	548.841721	-0.011114	-0.008840
2.770000	1.222538	0.888458	8.883057	-0.017817	-0.001157	3.496248	1.297241	552.622482	-0.011382	-0.007945
2.775000	-0.257988	-0.122537	-1.876943	0.000000	0.000000	2.095562	-0.112835	540.580467	-0.011925	-0.008940
2.780000	0.443866	0.343857	2.634500	0.038675	0.145938	2.951845	0.671158	547.457741	-0.012023	-0.008513
2.785000	0.599091	0.654786	6.800731	-0.021297	-0.028802	2.718491	0.593170	546.422867	-0.012367	-0.008007
2.790000	0.989223	0.810567	9.924219	-0.021588	-0.048976	2.640799	0.828583	546.420532	-0.012585	-0.008363
2.795000	0.131506	0.343857	2.983658	0.056654	-0.031029	1.161865	-0.267845	535.756294	-0.012898	-0.009016
2.800000	-0.101808	0.110501	-1.181782	0.000000	0.000000	1.161587	0.437675	541.596367	-0.013531	-0.008772
2.805000	0.443548	0.421747	2.636867	0.038486	0.000407	1.939899	1.613300	549.159798	-0.013806	-0.008008
2.810000	-0.024037	-0.044646	1.247335	-0.105344	-0.144350	1.239279	1.613541	548.469749	-0.014016	-0.008018
2.815000	-0.335760	-0.122537	-3.265292	0.000000	0.000000	0.772289	1.378853	546.060966	-0.014171	-0.008217
2.820000	-0.335760	-0.200111	-1.876943	0.000000	0.000000	0.227331	1.535793	544.678528	-0.014850	-0.008246
2.825000	0.443548	0.265966	4.371613	-0.018465	-0.020935	-0.629230	1.222393	541.242607	-0.014468	-0.008986
2.830000	0.677500	0.499321	7.147128	-0.028987	-0.013599	-2.030195	0.752525	536.765602	-0.015097	-0.009570
2.835000	0.989223	1.121180	8.189080	0.010985	0.021504	-1.797117	1.457806	542.952415	-0.015371	-0.009490
2.840000	-0.101808	-0.122537	-0.835782	0.000000	0.000000	-2.575430	0.987701	539.856293	-0.015542	-0.009348
2.845000	-0.101808	0.110501	-1.530546	0.000000	0.000000	-2.031029	1.457806	543.638985	-0.015563	-0.008780
2.850000	-0.803026	-0.667139	-7.084732	0.000000	0.000000	-3.587656	-0.109211	531.944145	-0.015853	-0.009266
2.855000	-0.257670	-0.278318	-2.223734	0.000000	0.000000	-3.198639	0.125481	535.382019	-0.015988	-0.008861
2.860000	-0.179898	0.188075	-1.182966	0.000000	0.000000	-2.965004	0.203709	534.351006	-0.015917	-0.009059
2.865000	0.366414	0.265966	3.328872	-0.042012	-0.056206	-2.031029	0.595581	540.883049	-0.016090	-0.008790
2.870000	-1.349020	-1.133532	-11.595386	0.000000	0.000000	-3.276052	-0.736740	530.908867	-0.016238	-0.009792
2.875000	-0.569393	-0.744396	-4.653641	0.000000	0.000000	-1.485792	0.359928	546.043907	-0.015845	-0.008177
2.880000	-0.335760	-0.200111	-4.307244	0.000000	0.000000	-1.407822	0.516388	547.419357	-0.015807	-0.008854
2.885000	-1.504563	-1.444145	-11.943756	0.000000	0.000000	-2.497459	-0.893684	536.071678	-0.015771	-0.009162
2.890000	-1.426791	-0.977751	-11.596176	0.000000	0.000000	-2.419212	-0.893684	535.383553	-0.015795	-0.009175
2.895000	-0.959206	-0.744712	-6.389571	0.000000	0.000000	-1.874254	-0.502052	536.073624	-0.015572	-0.009530
2.900000	0.054054	0.188392	1.941706	-0.005975	-0.095257	-1.017693	-0.031708	538.481995	-0.015423	-0.010034
2.905000	-0.102127	-0.122537	-0.141804	0.000000	0.000000	-0.705811	-0.109936	536.763283	-0.015375	-0.009888
2.910000	0.521638	0.266283	4.718010	-0.030322	0.000792	0.461798	0.359928	546.392609	-0.015362	-0.008692
2.915000	0.599728	0.732360	6.106359	-0.023698	-0.001085	0.462076	0.203224	544.330978	-0.015201	-0.008719
2.920000	0.443866	0.421431	3.329662	-0.005936	0.057543	-0.316238	-0.502052	536.420387	-0.015289	-0.009702
2.925000	0.911133	0.732360	7.841499	-0.011580	-0.013021	0.229000	-0.031948	537.796219	-0.015271	-0.009696
2.930000	1.223175	1.120863	9.575851	-0.029191	0.018288	1.551992	0.908024	547.082672	-0.015166	-0.009048
2.935000	-0.024037	0.188075	1.594126	-0.044357	-0.175983	0.617739	0.359444	539.860168	-0.015226	-0.009674
2.940000	-0.023718	0.032611	0.900938	-0.078570	-0.307470	1.474022	0.907780	546.739380	-0.015062	-0.009228
2.945000	-0.257988	0.032611	-1.182966	0.000000	0.000000	1.551716	1.220703	547.768463	-0.015366	-0.008705
2.950000	0.210233	0.188075	1.594126	-0.047590	-0.175983	1.707378	1.534344	550.520538	-0.015292	-0.008671
2.955000	-0.336078	-0.044646	-3.264109	0.000000	0.000000	0.539768	0.907295	539.857849	-0.015446	-0.010047
2.960000	-0.335760	-0.355893	-2.224524	0.000000	0.000000	0.306135	0.985767	541.923729	-0.015154	-0.010011
2.965000	0.131506	0.265966	-0.141804	0.000000	0.000000	0.461798	1.299175	543.989632	-0.014879	-0.009985
2.970000	0.209597	0.266283	2.981291	-0.066155	-0.094823	0.384106	1.220703	541.925285	-0.014935	-0.010720
2.975000	1.378718	1.121180	11.312174	-0.019660	-0.009830	1.473467	2.239143	552.932800	-0.014670	-0.009518
2.980000	0.599410	0.499321	6.106359	-0.023697	-0.000246	0.773125	1.298691	547.772331	-0.014895	-0.009398
2.985000	0.521320	0.654786	5.064801	-0.016262	-0.019780	0.306135	0.750351	544.334862	-0.014752	-0.009782
2.990000	-0.257670	-0.122537	-1.183362	0.000000	0.000000	-1.561817	-0.895134	532.298279	-0.014682	-0.011184
2.995000	0.755271	0.576895	5.064801	0.006741	0.018303	-0.472178	-0.190338	542.618050	-0.014436	-0.009950
3.000000	0.599410	0.499321	5.412382	-0.004297	-0.000217	-0.549870	-0.347038	543.991966	-0.014617	-0.009918
3.005000	0.599410	0.499321	4.718010	-0.030685	-0.000295	0.384106	0.514698	552.247009	-0.014427	-0.009461
3.010000	-0.257670	-0.122537	-1.529363	0.000000	0.000000	0.228443	-0.033878	549.842491	-0.014158	-0.009309
3.015000	-0.179898	-0.200111	-1.182966	0.000000	0.000000	0.539768	0.122581	552.594559	-0.014097	-0.008925
3.020000	-0.024037	-0.044646	0.900938	-0.078562	-0.305583	0.151030	-0.504227	545.029175	-0.014064	-0.009719
3.025000	-0.257670	-0.433466	-2.917318	0.000000	0.000000	0.540047	-0.504467	544.342987	-0.013877	-0.010080
3.030000	-0.257988	-0.122537	-1.182966	0.000000	0.000000	1.007313	-0.661407	546.410820	-0.013401	-0.010036
3.035000	0.521638	0.266283	2.634500	-0.054328	0.001459	2.018982	0.121857	550.889771	-0.012563	-0.010156
3.040000	-0.725892	-0.511040	-6.042780	0.000000	0.000000	1.785349	-0.505432	546.762245	-0.012652	-0.010208
3.045000	-0.491622	-0.433466	-3.265292	0.000000	0.000000	2.641632	-0.349213	546.076469	-0.012483	-0.009882
3.050000	-1.115068	-0.822287	-9.859852	0.000000	0.000000	2.330584	-0.976261	541.948952	-0.012570	-0.010280
3.055000	-0.257988	-0.122221	-1.181782	0.000000	0.000000	2.953236	-0.427925	544.360062	-0.012205	-0.010082
3.060000	0.287368	0.266283	2.982081	-0.066665	-0.030764	3.653580	-0.036533	545.735901	-0.012201	-0.009726
3.065000	0.911133	0.810567	7.840315	-0.011555	0.011099	4.198536	0.433571	549.865356	-0.011908	-0.010016
3.070000	-0.335760	-0.200111	-3.265292	0.000000	0.000000	3.420223	-0.506882	542.990417	-0.011591	-0.010105
3.075000	-0.024037	0.111135	0.899754	0.056772	0.114781	4.276506	0.041458	550.896362	-0.011997	-0.009809
3.080000	-0.413850	-0.433466	-4.306061	0.000000	0.000000	4.276230	-0.193958	551.930084	-0.011865	-0.008922
3.085000	0.443548	0.499321	5.064801	-0.015924	-0.019104	4.276230	0.119686	553.648834	-0.011935	-0.008737
3.090000	-0.803663	-0.666505	-6.737151	0.000000	0.000000	3.342253	-0.664066	546.083450	-0.011850	-0.009175
3.095000	-0.413850	-0.277685	-2.917712	0.000000	0.000000	4.120565	0.119686	551.586807	-0.011757	-0.009455
3.100000	-0.413850	-0.355258	-3.265292	0.000000	0.000000	4.276230	0.119686	552.274529	-0.011748	-0.009786
3.105000	-0.180217	-0.199794	-1.183362	0.000000	0.000000	4.664968	0.511318	554.681763	-0.011818	-0.008566
3.110000	0.677181	0.733310	5.758779	-0.035987	-0.017753	5.443283	1.451527	563.624939	-0.011653	-0.008130
3.115000	-0.257988	-0.199794	-1.876943	0.000000	0.000000	3.964350	0.276627	550.208633	-0.012000	-0.009487
3.120000	0.287368	0.111135	0.899754	0.049157	0.114781	3.497639	0.119926	545.397270	-0.011651	-0.009911
3.125000	0.754953	0.732994	6.800731	-0.003913	-0.000945	3.653301	0.512043	549.179581	-0.011683	-0.009688
3.130000	0.521320	0.266283	5.758779	-0.035391	-0.015968	3.419668	0.668983	548.490295	-0.011908	-0.009014
3.135000	0.209597	0.421747	3.328872	-0.040975	-0.057235	2.874708	0.590996	548.145081	-0.012004	-0.009190
3.140000	0.443548	0.421747	4.718010	-0.029958	0.000067	2.797016	0.591240	549.173752	-0.012306	-0.009345
3.145000	-0.413850	-0.122221	-2.917712	0.000000	0.000000	1.863041	0.121372	544.015617	-0.012279	-0.008894
3.150000	1.222538	1.199070	12.005362	-0.018233	-0.009414	2.563662	0.748184	549.169884	-0.012735	-0.009006
3.155000	0.833361	0.966032	7.493918	-0.003772	-0.001556	1.785349	0.435261	545.732018	-0.012567	-0.009052
3.160000	-0.024037	0.188392	0.204593	0.249669	0.496473	1.474022	0.200329	544.697525	-0.012911	-0.008538
3.165000	0.521320	0.421431	4.717220	-0.004566	0.000114	2.018982	0.984077	552.264847	-0.012748	-0.008450
3.170000	-0.179898	-0.355893	-0.140224	0.000000	0.000000	1.551992	0.592686	550.196625	-0.013217	-0.008468
3.175000	-0.803026	-0.666821	-5.347619	0.000000	0.000000	0.618017	-0.190578	544.350372	-0.013216	-0.008701
3.180000	-0.024037	0.188392	1.246545	0.089663	0.004980	0.929619	0.201534	547.446884	-0.013041	-0.008840
3.185000	0.209597	0.421431	1.941706	0.117568	0.099011	1.240946	0.671642	548.134605	-0.013037	-0.009193
3.190000	1.066995	1.276644	9.576638	-0.003495	-0.021882	0.774235	0.436951	544.008636	-0.012900	-0.009604
3.195000	0.833361	0.577212	6.799547	-0.022028	-0.000489	0.852205	0.358723	543.320534	-0.012920	-0.009961
3.200000	-0.102127	0.110501	-0.489385	0.000000	0.000000	0.852205	0.045319	541.255013	-0.013194	-0.009984
3.205000	-0.024037	-0.044646	0.553357	-0.237833	-0.670265	1.163254	0.045319	544.690536	-0.013561	-0.009574
3.210000	-0.959206	-0.744712	-6.389571	0.000000	0.000000	-0.081770	-1.208298	532.309906	-0.013612	-0.009748
3.215000	1.066995	1.276644	11.658965	-0.013282	-0.018011	1.319195	-0.111385	541.940804	-0.013417	-0.009617
3.220000	0.443548	0.499321	2.983658	0.054353	-0.032175	1.241501	-0.816422	537.810944	-0.013745	-0.010015
3.225000	0.521320	0.421431	4.718010	-0.004536	0.040587	1.475136	-0.816422	538.846222	-0.013392	-0.009819
3.230000	0.521638	0.499321	4.717220	-0.004567	-0.000249	1.863874	-0.267845	543.659927	-0.013506	-0.009058
3.235000	-0.024037	0.032611	-0.487805	0.000000	0.000000	2.408554	0.201778	549.847145	-0.013807	-0.008630
3.240000	-0.413532	-0.355893	-3.265292	0.000000	0.000000	2.797573	0.123306	550.532936	-0.014024	-0.008616
3.245000	-0.257670	-0.123171	0.207357	-0.901908	-0.399549	2.174921	-0.268566	546.064835	-0.013787	-0.008843
3.250000	-0.959206	-0.666821	-8.471897	0.000000	0.000000	1.396608	-0.816906	538.496735	-0.013957	-0.010002
3.255000	-0.413532	-0.355893	-2.571315	0.000000	0.000000	1.785070	-0.660686	542.624657	-0.013862	-0.009235
3.260000	-0.257988	-0.044646	-2.571315	0.000000	0.000000	1.862762	-0.425755	544.686279	-0.014032	-0.009555
3.265000	-0.179898	-0.044646	-0.835385	0.000000	0.000000	1.317804	-0.896099	539.872192	-0.013917	-0.010674
3.270000	-0.413532	-0.511040	-5.348802	0.000000	0.000000	1.784513	-0.583179	548.467033	-0.014257	-0.008965
3.275000	0.053416	0.188392	1.246545	0.088296	0.004980	2.095562	-0.269779	551.214851	-0.014633	-0.008588
3.280000	-0.101808	-0.200111	-2.571315	0.000000	0.000000	0.772289	-1.210224	542.961342	-0.014588	-0.009379
3.285000	0.209278	0.343857	3.329662	-0.004386	0.058056	0.538935	-1.210224	542.275154	-0.014376	-0.010089
3.290000	-1.193158	-0.977751	-9.513456	0.000000	0.000000	-0.629230	-2.072208	534.705910	-0.014764	-0.010198
3.295000	0.209597	0.421747	0.900148	0.185801	-0.104633	0.460407	-0.662136	543.647133	-0.014778	-0.009390
3.300000	-0.179898	-0.200111	-0.141804	0.000000	0.000000	0.538101	-0.505672	547.427887	-0.015005	-0.008812
3.305000	0.209278	0.111135	0.898964	0.050958	-0.097532	1.393829	0.356064	557.055672	-0.015202	-0.006993
3.310000	-0.024037	-0.044646	0.552174	-0.017650	0.020133	1.159918	0.277355	557.398575	-0.015291	-0.007494
3.315000	-0.257988	-0.122221	-2.571315	0.000000	0.000000	0.148251	-0.114040	551.896767	-0.015191	-0.007898
