BioWare Version 5.3.0.7 Export
Device:	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 1L 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA	Stara 2P 9286AA
Samples (#):	6000	6000	6000	6000	6000	6000	6000	6000	6000	6000
Rate (Hz):	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0	0	0	0	0	0	0
Contact period end (sample #):	5995	5995	5995	5995	5995	5999	5999	5999	5999	5999
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	29.975000	29.975000	29.975000	29.975000	29.975000	29.995001	29.995001	29.995001	29.995001	29.995001
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
File Information
Date	Nov 11, 2022  11:09:25
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Ax	Ay	Fx	Fy	Fz	Ax	Ay
	N	N	N	m	m	N	N	N	m	m
3.695000	1.039336	0.785665	6.676393	-0.002810	-0.004996	3.640408	-1.137478	552.922432	-0.010356	-0.041499
3.700000	0.181938	0.396528	2.510163	0.000041	0.066281	3.095171	-1.842518	548.792969	-0.010635	-0.041439
3.705000	0.181620	0.163173	2.511346	-0.000039	-0.007698	3.017479	-1.607346	549.483009	-0.010399	-0.041739
3.710000	-0.052013	0.163490	-0.266142	0.000000	0.000000	2.627905	-1.842518	547.759628	-0.010748	-0.042036
3.715000	0.961246	0.941130	9.798304	-0.020307	0.005914	3.795513	-0.588905	557.049934	-0.010281	-0.041551
3.720000	0.415890	0.086233	3.205324	-0.039527	-0.005605	2.083502	-2.155918	543.631325	-0.010812	-0.043735
3.725000	0.259710	0.318954	3.898905	-0.000484	-0.054841	2.083223	-2.155918	543.974602	-0.010915	-0.043185
3.730000	0.181938	0.163490	3.204534	-0.000011	-0.006069	2.238886	-2.077690	545.350441	-0.010892	-0.043079
3.735000	-1.064955	-0.769298	-8.595051	0.000000	0.000000	1.538265	-2.939671	541.906387	-0.011381	-0.043320
3.740000	0.104167	0.318954	1.816975	0.000960	0.092567	2.472242	-1.999458	549.469833	-0.011692	-0.042071
3.745000	-0.285328	-0.225014	-2.002071	0.000000	0.000000	1.849869	-2.390850	544.315559	-0.011230	-0.042974
3.750000	-0.130104	-0.069549	0.429020	0.298673	-0.032119	1.849590	-2.077690	546.722015	-0.011288	-0.043316
3.755000	0.493662	0.397162	4.246092	-0.015900	0.016644	1.849869	-2.077690	547.062973	-0.011611	-0.042771
3.760000	-0.363418	-0.225014	-2.002071	0.000000	0.000000	1.304632	-2.704739	541.904053	-0.011594	-0.044027
3.765000	0.026077	-0.069549	1.816185	0.001830	-0.007826	1.615959	-2.391335	544.656128	-0.011545	-0.043122
3.770000	-0.129785	-0.225014	-3.043233	0.000000	0.000000	1.927282	-2.077930	549.122681	-0.012007	-0.042266
3.775000	-0.909093	-0.535943	-9.290213	0.000000	0.000000	1.693651	-2.234634	545.335335	-0.012416	-0.043076
3.780000	-0.207875	-0.225014	-0.612932	0.000000	0.000000	1.927282	-1.921230	547.744507	-0.012258	-0.042724
3.785000	0.103848	0.163490	2.163766	-0.027366	-0.053113	1.693651	-1.842999	547.401230	-0.012147	-0.043273
3.790000	0.649523	0.629884	7.370371	-0.034365	-0.030042	1.849590	-1.842999	547.056396	-0.012271	-0.043127
3.795000	0.571752	0.318954	5.286861	-0.024587	-0.004408	1.537989	-1.842762	547.742172	-0.012463	-0.043073
3.800000	-0.363418	-0.225014	-2.694469	0.000000	0.000000	1.304632	-2.234634	544.300438	-0.012757	-0.043330
3.805000	-0.597370	-0.458369	-5.125560	0.000000	0.000000	1.460018	-2.156403	547.048637	-0.013136	-0.042422
3.810000	0.026077	0.085599	1.121814	0.003086	0.154505	1.537989	-1.999458	549.114136	-0.012868	-0.042270
3.815000	-0.675141	-0.614150	-6.166328	0.000000	0.000000	0.604010	-2.547794	540.858711	-0.013035	-0.043942
3.820000	-0.207238	-0.225014	-2.002071	0.000000	0.000000	0.915337	-2.077690	544.639061	-0.013285	-0.043483
3.825000	-0.519280	-0.380478	-4.084001	0.000000	0.000000	0.292686	-2.861198	540.168663	-0.013263	-0.043986
3.830000	0.104167	-0.069549	1.121814	-0.215332	-0.183275	0.681704	-2.234390	543.604172	-0.013634	-0.043385
3.835000	0.181938	0.318954	1.124181	0.107876	-0.019860	0.993307	-2.156162	546.696815	-0.013897	-0.042624
3.840000	-0.363418	-0.302904	-3.042049	0.000000	0.000000	1.148691	-2.156162	549.445030	-0.014269	-0.041720
3.845000	-0.440871	-0.302904	-3.389630	0.000000	0.000000	0.448071	-2.234390	545.661934	-0.014233	-0.042528
3.850000	-0.441508	-0.147439	-2.348468	0.000000	0.000000	0.136745	-2.077690	544.973808	-0.014239	-0.042935
3.855000	0.103848	0.085599	1.816185	0.000888	-0.009705	-0.174580	-2.312378	540.843971	-0.014562	-0.043604
3.860000	0.415890	0.318954	4.245302	-0.015533	-0.027928	-0.018639	-2.233910	543.597595	-0.014270	-0.043387
3.865000	0.104167	0.396528	4.245302	-0.013917	-0.028330	0.214437	-1.999222	546.341522	-0.015087	-0.042484
3.870000	0.338118	0.163173	2.163766	0.026475	0.035240	0.603733	-1.685574	549.777458	-0.015442	-0.041541
3.875000	0.571752	0.629884	3.552115	0.014699	0.018545	0.914780	-1.059010	554.247856	-0.015434	-0.041061
3.880000	0.104167	0.241064	2.858927	-0.020714	-0.040796	-0.330521	-2.077450	544.616592	-0.015667	-0.042442
3.885000	-0.285328	-0.225330	-3.389630	0.000000	0.000000	-0.797508	-2.155437	541.523544	-0.015407	-0.043207
3.890000	0.104167	0.163173	2.510163	-0.047742	-0.007832	-0.719540	-2.233669	542.207405	-0.015834	-0.043148
3.895000	0.260347	0.007708	1.121024	-0.110152	-0.184726	-1.186804	-2.547070	539.112442	-0.015797	-0.043561
3.900000	0.181938	0.241064	1.469394	-0.041373	0.050579	-0.797232	-2.390369	542.546043	-0.016375	-0.042941
3.905000	0.493980	0.396528	3.552115	0.015181	0.019991	0.058496	-1.607101	551.487640	-0.016353	-0.041245
3.910000	-0.285328	0.085282	-3.043233	0.000000	0.000000	0.214437	-1.528873	550.797974	-0.016599	-0.040955
3.915000	-0.441190	-0.303221	-2.349652	0.000000	0.000000	-1.264774	-2.547310	540.482864	-0.016421	-0.042049
3.920000	0.338118	0.241064	2.510556	-0.001466	-0.084443	-1.108833	-1.998978	541.856384	-0.016606	-0.042662
3.925000	0.104167	0.163173	2.163766	0.028854	0.035240	-1.108833	-2.155437	541.856384	-0.016606	-0.042655
3.930000	0.727613	0.629884	6.327629	-0.030687	-0.019887	-1.108833	-1.763805	541.511551	-0.016728	-0.042523
3.935000	-0.597051	-0.380795	-5.818747	0.000000	0.000000	-1.264774	-2.155918	539.792801	-0.016665	-0.042119
3.940000	-0.597370	-0.380795	-4.777979	0.000000	0.000000	-0.564156	-1.686058	546.666603	-0.017137	-0.040567
3.945000	-0.285328	-0.147439	-3.043233	0.000000	0.000000	-0.408491	-1.215950	547.699547	-0.017001	-0.040682
3.950000	-0.051695	0.085282	-1.307700	0.000000	0.000000	-1.187082	-1.686058	542.540230	-0.017025	-0.042272
3.955000	0.805703	0.785348	8.063952	-0.016784	-0.051535	-0.097166	-0.824322	548.731712	-0.016871	-0.041140
3.960000	0.026077	-0.069549	0.082623	2.242971	-1.319720	-1.109112	-1.686058	541.852501	-0.017051	-0.041977
3.965000	-0.052013	0.085282	1.121024	-0.104022	-0.186248	-1.575823	-2.156162	535.316185	-0.017359	-0.042647
3.970000	-0.129785	-0.225330	0.428230	0.014801	-0.916503	-0.408491	-1.216194	547.352386	-0.017342	-0.040535
3.975000	-0.909093	-0.692041	-7.207886	0.000000	0.000000	-0.408491	-1.373138	548.725891	-0.017516	-0.040772
3.980000	-0.285328	-0.147439	-1.306910	0.000000	0.000000	0.058218	-0.902790	552.165680	-0.017422	-0.039852
3.985000	-0.518961	-0.380795	-4.777979	0.000000	0.000000	-1.265053	-1.921471	540.472397	-0.017535	-0.042075
3.990000	-0.130104	0.085599	-1.308883	0.000000	0.000000	-1.342745	-1.921471	539.786613	-0.017331	-0.042128
3.995000	0.181938	0.241064	4.592883	-0.026480	-0.046253	-1.109112	-1.686539	541.850563	-0.017273	-0.041628
4.000000	-0.051695	0.085599	1.816185	0.002772	-0.009705	-1.187082	-1.765011	541.505737	-0.017392	-0.041476
4.005000	0.181938	0.163173	3.899695	-0.031205	-0.054007	-0.253386	-1.059734	549.754959	-0.017817	-0.040192
4.010000	-0.441508	-0.380478	-4.777979	0.000000	0.000000	-0.331078	-0.903030	550.445023	-0.017572	-0.040147
4.015000	-1.688720	-1.158435	-13.108072	0.000000	0.000000	-1.887705	-1.765011	539.780792	-0.017978	-0.041433
4.020000	0.026077	0.241064	1.816975	-0.065048	-0.011703	-0.953728	-1.137962	547.005234	-0.017661	-0.040392
4.025000	0.103848	0.163173	1.469394	-0.040204	0.051745	-1.343023	-1.451611	542.187653	-0.018029	-0.041087
4.030000	0.649523	0.707774	6.675209	-0.019719	-0.004789	-1.342745	-1.529839	542.191528	-0.017585	-0.041433
4.035000	0.026077	0.163173	1.816185	0.001830	-0.010645	-1.342745	-1.608070	542.875763	-0.018005	-0.041027
4.040000	-0.441508	-0.147439	-2.001675	0.000000	0.000000	-0.876036	-0.981262	549.410126	-0.017913	-0.040047
4.045000	-0.441190	-0.380795	-4.430398	0.000000	0.000000	-0.720371	-0.824558	550.783638	-0.018092	-0.039955
4.050000	-0.752913	-0.614150	-7.207096	0.000000	0.000000	-1.810013	-1.529839	543.220215	-0.017864	-0.041528
4.055000	0.104167	0.163173	0.428230	0.002782	-0.936462	-1.342745	-1.451366	544.251221	-0.017959	-0.040932
4.060000	0.026077	0.085599	0.429020	0.290665	-0.040075	-2.043089	-1.764530	538.747452	-0.018119	-0.041690
4.065000	0.259710	0.474102	4.246092	-0.014688	0.016245	-1.731207	-1.529598	540.123688	-0.018084	-0.041591
4.070000	0.104167	0.085599	3.205324	-0.037388	-0.005601	-1.420160	-1.294422	545.282234	-0.018031	-0.040687
4.075000	-0.363418	-0.225330	-2.002071	0.000000	0.000000	-1.186804	-1.294422	545.282234	-0.018040	-0.040687
4.080000	0.026395	0.007708	0.081439	-0.709561	-3.711158	-0.641569	-0.902790	549.412064	-0.017703	-0.040051
4.085000	0.026395	0.007708	0.429020	0.290648	-0.036081	-0.641569	-0.981018	548.036224	-0.017749	-0.040493
4.090000	-0.207875	0.163173	0.082229	0.841058	0.929938	-0.797232	-1.451611	545.282234	-0.018056	-0.040334
4.095000	0.415890	0.396528	4.940464	-0.013347	-0.024344	-1.108278	-1.842999	541.501862	-0.017840	-0.041123
4.100000	0.649842	0.785348	6.674813	0.016657	-0.033571	-1.108002	-1.842999	539.785049	-0.017564	-0.041430
4.105000	0.415890	0.396528	4.940464	-0.013347	-0.024344	-0.641291	-1.529839	546.319443	-0.017476	-0.040427
4.110000	-0.051695	0.007708	-0.960513	0.000000	0.000000	-0.018639	-0.981262	550.448891	-0.017147	-0.040489
4.115000	-1.143045	-0.847505	-10.678561	0.000000	0.000000	-1.185970	-1.921230	541.162842	-0.017292	-0.041322
4.120000	0.571752	0.629884	5.982022	-0.021730	-0.005039	-0.174025	-0.902790	548.730560	-0.017087	-0.039757
4.125000	-0.285328	-0.147439	-3.390024	0.000000	0.000000	-0.485350	-1.529839	544.948250	-0.017086	-0.039834
4.130000	0.181938	0.318638	2.858927	-0.021313	-0.041393	-1.107723	-1.920990	538.415810	-0.016939	-0.040830
4.135000	1.039336	0.785348	9.798698	-0.020516	-0.032701	-0.563042	-1.294422	544.264397	-0.016663	-0.040241
4.140000	-0.363418	-0.147439	-1.654490	0.000000	0.000000	-0.329409	-1.294182	544.610008	-0.016550	-0.039000
4.145000	0.026077	-0.147123	1.468604	-0.121991	-0.203772	-0.329130	-1.137478	544.611946	-0.016329	-0.039008
4.150000	0.026077	0.241064	0.082229	0.778465	0.909098	0.215548	-0.510433	547.024612	-0.015727	-0.039380
4.155000	0.181938	0.241064	2.511346	-0.048483	-0.084503	0.293797	-0.824078	545.306267	-0.015671	-0.039316
4.160000	0.415890	0.241064	2.857743	-0.023050	0.025969	0.916449	-0.745850	547.370605	-0.015634	-0.038134
4.165000	-0.129785	0.085599	-1.654490	0.000000	0.000000	-0.484238	-1.999458	536.024864	-0.015358	-0.039421
4.170000	0.181938	0.318638	3.552114	-0.017134	-0.033345	0.294075	-1.686058	538.778473	-0.015085	-0.039233
4.175000	-0.129785	0.007708	-0.612932	0.000000	0.000000	1.383713	-0.746090	546.687157	-0.015233	-0.037835
4.180000	-0.129785	-0.147439	0.081439	-0.667371	-3.669246	0.994419	-0.981018	542.910667	-0.014551	-0.038612
4.185000	-0.363100	-0.225330	-4.777979	0.000000	0.000000	0.449738	-1.137722	538.784683	-0.014421	-0.039606
4.190000	-0.441508	-0.380478	-4.777979	0.000000	0.000000	0.839035	-1.216194	541.884308	-0.014018	-0.038153
4.195000	-0.987183	-0.847188	-7.207886	0.000000	0.000000	0.527708	-1.686539	536.382484	-0.013930	-0.039232
4.200000	-0.909093	-0.691724	-7.207886	0.000000	0.000000	0.683371	-1.608307	536.039986	-0.013833	-0.038730
4.205000	0.026077	0.085599	2.163766	-0.026575	-0.052321	1.228050	-1.059734	541.198898	-0.013829	-0.037857
4.210000	0.416208	0.163490	3.205324	-0.039530	-0.006135	2.084057	-0.354939	548.082375	-0.013244	-0.037064
4.215000	-0.207875	-0.147439	-1.654490	0.000000	0.000000	1.928394	-0.511639	545.675133	-0.013188	-0.038089
4.220000	0.337481	0.163490	3.552114	-0.018098	-0.032384	1.617069	-0.511639	543.958328	-0.012887	-0.038384
4.225000	-0.129785	-0.069549	-0.959329	0.000000	0.000000	2.006086	-0.355179	547.398521	-0.012818	-0.037456
4.230000	-0.519280	-0.458369	-5.125560	0.000000	0.000000	1.617069	-0.903755	541.554192	-0.012613	-0.038014
4.235000	0.727932	0.707774	5.982022	-0.022304	-0.005325	2.395384	-0.042019	548.776695	-0.012581	-0.037030
4.240000	-0.129785	0.085599	-0.266142	0.000000	0.000000	1.927839	-0.669067	546.713112	-0.012612	-0.036798
4.245000	0.103848	0.008342	2.163766	-0.027366	-0.051536	2.005810	-0.120487	547.407433	-0.011938	-0.036429
4.250000	-0.207875	-0.302904	-3.043233	0.000000	0.000000	1.849869	-0.355419	545.343475	-0.011979	-0.036905
4.255000	1.039018	0.941130	7.022790	-0.011302	0.008328	2.161472	-0.042255	547.068413	-0.011402	-0.036974
4.260000	-0.519280	-0.535943	-4.777979	0.000000	0.000000	1.616512	-0.590836	543.627075	-0.011677	-0.037184
4.265000	-0.207875	-0.147123	-3.737211	0.000000	0.000000	1.850145	-0.590836	545.002930	-0.011656	-0.036744
4.270000	0.181620	0.474736	2.858137	0.021199	-0.042529	2.394827	-0.120972	550.166107	-0.011235	-0.035557
4.275000	0.259710	0.474736	2.163766	0.027272	0.032072	2.861538	0.348892	553.949181	-0.011281	-0.034478
4.280000	0.259392	0.474736	3.899695	-0.000446	-0.006743	2.083502	-0.042740	548.794144	-0.010813	-0.035995
4.285000	0.026077	0.163490	2.163766	-0.026575	-0.053113	2.161194	0.035732	548.108360	-0.010611	-0.036043
4.290000	0.259710	0.241380	2.162582	-0.028871	0.034313	1.927561	-0.042740	546.389626	-0.010526	-0.035981
4.295000	-0.130104	-0.147123	-0.612539	0.000000	0.000000	2.005531	-0.120972	546.734840	-0.010412	-0.035781
4.300000	0.026077	0.241380	0.429020	0.290665	-0.048063	2.472242	0.113960	548.798798	-0.010390	-0.035311
4.305000	-0.130104	-0.069232	-0.612932	0.000000	0.000000	2.394272	-0.199684	549.489624	-0.010153	-0.034220
4.310000	0.181620	0.008342	3.204534	-0.037972	-0.064660	3.017200	0.427124	553.272339	-0.010214	-0.033498
4.315000	1.584693	1.485731	13.616954	-0.011152	-0.003644	3.873205	1.524033	559.469994	-0.009483	-0.033169
4.320000	0.259710	0.397162	3.552904	-0.051814	-0.033885	2.005253	0.035732	544.682121	-0.009348	-0.035227
4.325000	0.259710	0.474736	2.510556	0.047678	-0.010344	2.160915	0.349373	544.339226	-0.009250	-0.035089
4.330000	0.103848	0.318954	1.469394	-0.040204	0.049413	2.549934	0.662777	547.779427	-0.009204	-0.033845
4.335000	0.961246	0.708091	7.717951	-0.025825	-0.016527	3.328526	1.211353	553.626457	-0.009241	-0.032312
4.340000	0.025758	0.163490	0.426653	-0.277004	-0.045839	3.250557	1.289585	551.908112	-0.009159	-0.032243
4.345000	0.181620	0.086233	2.510163	-0.048421	-0.007157	2.939230	1.211597	548.817810	-0.008652	-0.031906
4.350000	0.103848	0.008342	1.816185	0.000888	-0.008769	2.783289	1.447014	546.063812	-0.008913	-0.032423
4.355000	0.726976	0.552627	6.675209	-0.019975	-0.004277	2.472242	1.525486	543.661209	-0.008389	-0.033091
4.360000	0.259710	0.241380	2.510556	0.047678	-0.008300	2.627905	1.603954	543.661606	-0.008395	-0.032398
4.365000	0.103848	0.242014	2.163766	0.028857	0.034439	2.861538	1.839371	543.661606	-0.008404	-0.032408
4.370000	-0.130104	0.008658	-0.266142	0.000000	0.000000	2.705597	1.682426	542.288086	-0.008199	-0.031787
4.375000	0.025758	0.008342	1.121024	-0.105549	-0.184739	3.873205	2.701107	552.950768	-0.008185	-0.029673
4.380000	-0.286283	-0.224697	-1.306910	0.000000	0.000000	3.405941	2.074543	546.416389	-0.008161	-0.030522
4.385000	0.103530	0.008342	2.857743	-0.063215	-0.039135	3.483910	2.387943	545.044418	-0.007744	-0.030960
4.390000	0.571433	0.630517	5.634441	-0.012274	0.011612	2.939230	2.231243	541.604233	-0.007775	-0.031851
4.395000	0.571433	0.552627	4.246092	-0.016303	0.015838	3.405941	2.622875	543.328003	-0.007435	-0.030893
4.400000	-0.285965	-0.147123	-2.695652	0.000000	0.000000	3.016922	2.153011	540.573997	-0.007682	-0.031382
4.405000	-0.364055	-0.224697	-3.737211	0.000000	0.000000	3.561880	2.388187	545.047134	-0.007526	-0.029919
4.410000	0.026077	-0.069232	1.469394	-0.039040	0.055225	4.261946	2.936523	550.547020	-0.007911	-0.028609
4.415000	0.571433	0.552627	5.635625	-0.012308	-0.021950	4.417887	3.328396	551.926743	-0.007459	-0.028897
4.420000	0.181620	0.086233	3.205324	-0.075873	-0.065246	3.250000	2.545132	542.644562	-0.006995	-0.030580
4.425000	-0.285965	-0.224697	-2.002071	0.000000	0.000000	2.549656	1.996552	537.140808	-0.007043	-0.031225
4.430000	-0.052332	0.242014	-0.266142	0.000000	0.000000	2.860981	2.074783	538.519363	-0.006813	-0.030444
4.435000	1.194561	0.941446	10.840256	-0.024452	-0.021088	4.106562	3.093464	547.459793	-0.006963	-0.029989
4.440000	-0.285965	-0.147123	-2.695652	0.000000	0.000000	3.872650	2.623360	545.737579	-0.007308	-0.029542
4.445000	-0.285965	-0.224697	-0.612539	0.000000	0.000000	4.028591	2.623360	547.803856	-0.007064	-0.028740
4.450000	-0.987183	-0.769298	-6.860305	0.000000	0.000000	3.483355	2.074783	541.959152	-0.006791	-0.029553
4.455000	0.960610	0.941763	10.145885	-0.025605	-0.003711	3.561049	2.623360	543.681374	-0.006439	-0.030700
4.460000	0.337481	0.241380	4.246092	-0.043742	-0.027572	3.405663	2.153255	540.587196	-0.006362	-0.030332
4.465000	0.337481	0.475052	1.816185	-0.001942	-0.014423	3.171751	1.996315	538.866127	-0.006486	-0.030598
4.470000	0.259710	0.397162	3.899695	-0.000448	-0.006305	4.261667	2.466415	546.776741	-0.006538	-0.029308
4.475000	0.415253	0.475052	2.857743	-0.023045	0.024168	4.806349	3.092983	555.716019	-0.006879	-0.028178
4.480000	-0.520235	-0.147123	-2.696049	0.000000	0.000000	4.183420	2.387943	547.805405	-0.006851	-0.029422
4.485000	-0.285965	-0.302588	-2.002071	0.000000	0.000000	3.949787	2.074543	545.744186	-0.006649	-0.029173
4.490000	-0.364055	-0.224697	-3.389630	0.000000	0.000000	2.937840	1.525963	537.835503	-0.006378	-0.030461
4.495000	1.272651	1.019020	12.923766	-0.011225	-0.003037	4.338804	2.622635	549.185516	-0.006400	-0.029357
4.500000	0.571433	0.552627	3.899695	-0.002207	-0.007182	3.326859	1.839371	541.620140	-0.006234	-0.030435
4.505000	0.415253	0.708091	4.939280	0.011324	0.051605	4.105450	2.465931	548.840286	-0.006505	-0.029542
4.510000	-0.364055	-0.224697	-2.348468	0.000000	0.000000	4.338526	2.544163	551.935265	-0.006584	-0.028865
4.515000	-1.065273	-0.846872	-9.289423	0.000000	0.000000	3.949232	2.152531	548.150238	-0.006727	-0.029567
4.520000	0.181620	0.008658	3.552114	-0.017132	-0.031425	3.481964	2.074303	546.776726	-0.006506	-0.029637
4.525000	0.493662	0.630517	4.246092	-0.015900	0.015434	3.404272	2.074303	543.681374	-0.006433	-0.030678
4.530000	0.492706	0.708408	4.940464	0.010935	0.012962	3.170918	1.917599	541.958778	-0.006779	-0.030593
4.535000	0.571433	0.552627	4.941254	-0.014010	0.013610	3.637905	2.231003	547.121559	-0.006398	-0.029798
4.540000	-0.130104	-0.147123	-2.694469	0.000000	0.000000	3.404272	2.074303	544.710831	-0.006751	-0.030096
4.545000	-0.052332	-0.069232	-0.612539	0.000000	0.000000	4.182865	2.622635	550.557098	-0.006814	-0.029284
4.550000	-1.143045	-1.079910	-10.678561	0.000000	0.000000	3.481964	2.074303	546.086281	-0.006736	-0.030022
4.555000	-0.364055	-0.146806	-2.695652	0.000000	0.000000	3.092947	1.996071	543.682159	-0.006420	-0.029977
4.560000	0.181620	0.086233	4.246092	-0.014283	0.018255	3.248888	1.917843	543.336945	-0.006542	-0.030167
4.565000	0.415253	0.552627	4.593673	-0.027563	-0.006168	2.704206	1.447491	538.521294	-0.006583	-0.030419
4.570000	0.415253	0.630517	4.246092	-0.015494	0.015434	3.171196	1.761139	541.618599	-0.006450	-0.029732
4.575000	0.960928	0.785982	9.451907	-0.014637	-0.003587	4.338526	3.092983	555.028290	-0.006869	-0.028212
4.580000	-0.753550	-0.380161	-6.513908	0.000000	0.000000	4.105173	2.622635	549.873627	-0.006382	-0.028976
4.585000	-0.364055	-0.380161	-3.043233	0.000000	0.000000	3.949232	2.387943	549.528793	-0.006490	-0.028812
4.590000	-0.130104	-0.147123	-0.612932	0.000000	0.000000	3.637905	2.152775	546.090950	-0.006301	-0.029332
4.595000	0.259392	0.242014	4.246092	-0.043337	-0.027575	3.482243	1.839371	541.620918	-0.006240	-0.029386
4.600000	0.805066	0.630517	5.634441	-0.034777	-0.022317	3.326859	1.996071	542.308640	-0.006225	-0.029356
4.605000	0.103530	0.242014	0.081439	3.750985	3.267719	3.560213	1.839371	542.649597	-0.006563	-0.029156
4.610000	-0.052013	0.008658	1.121814	-0.212269	-0.184808	4.183142	2.465931	548.843002	-0.006289	-0.028852
4.615000	-0.364055	-0.457735	-4.431188	0.000000	0.000000	3.871540	2.309471	547.121956	-0.006408	-0.029110
4.620000	-0.285965	-0.380161	-3.389630	0.000000	0.000000	3.949232	2.231003	547.123894	-0.006191	-0.029452
4.625000	-0.130104	-0.224697	-2.001677	0.000000	0.000000	4.027203	2.231003	547.810074	-0.006405	-0.028725
4.630000	0.103530	0.242014	1.816185	0.000892	-0.011600	3.404272	1.760654	541.963806	-0.006344	-0.029190
4.635000	0.571433	0.475052	4.940857	0.010513	-0.063273	2.937840	1.525723	536.807205	-0.006054	-0.030342
4.640000	-0.130104	0.008342	-1.654490	0.000000	0.000000	3.559935	1.917599	544.370667	-0.006430	-0.028546
4.645000	-0.285965	-0.380161	-3.737211	0.000000	0.000000	3.949232	2.387463	548.152954	-0.006507	-0.028885
4.650000	-0.441508	-0.458052	-4.778372	0.000000	0.000000	4.104895	2.465931	549.528793	-0.006496	-0.028816
4.655000	0.805066	0.630517	4.592883	-0.002978	-0.006495	4.026924	2.779335	550.559418	-0.006589	-0.028946
4.660000	-0.285965	-0.224697	-0.265352	0.000000	0.000000	3.326302	1.995831	545.744568	-0.006624	-0.028476
4.665000	0.181620	0.086233	3.206507	-0.000031	-0.005501	3.015255	1.839371	541.616653	-0.006666	-0.029386
4.670000	0.571433	0.475052	5.288044	-0.024620	-0.041146	2.859591	1.447491	539.897919	-0.006571	-0.029289
4.675000	0.883156	0.630517	5.288044	-0.002911	-0.005641	4.260557	2.622635	551.931778	-0.007017	-0.027839
4.680000	-0.207875	-0.146806	-2.694469	0.000000	0.000000	3.481964	2.152775	546.775177	-0.006727	-0.028947
4.685000	-0.130104	-0.146806	-0.960513	0.000000	0.000000	2.937284	2.074543	542.646881	-0.006760	-0.030212
4.690000	-0.052332	0.086233	0.430203	0.293393	-0.483610	3.559935	2.309471	547.803856	-0.007046	-0.028727
4.695000	0.259392	0.397162	3.552114	-0.017614	-0.033832	3.559935	2.152775	547.804253	-0.007045	-0.028375
4.700000	0.961246	0.630517	5.981232	-0.002849	-0.005006	3.404272	1.839371	545.394684	-0.007183	-0.029356
4.705000	0.181620	0.397162	2.511346	-0.000039	-0.009748	2.859591	1.447491	541.955284	-0.007210	-0.029526
4.710000	0.025758	-0.069232	-0.612539	0.000000	0.000000	3.170918	1.839371	546.770912	-0.007154	-0.028935
4.715000	-0.597370	-0.458052	-5.819931	0.000000	0.000000	3.015255	1.604195	545.390419	-0.007609	-0.029347
4.720000	0.571433	0.552627	4.940464	-0.014040	-0.025039	2.703651	1.917843	543.330338	-0.007185	-0.030516
4.725000	-0.052013	-0.069232	-0.615299	0.000000	0.000000	2.859591	1.839371	545.390022	-0.007603	-0.029705
4.730000	0.415253	0.552627	5.287254	-0.000991	-0.041434	3.093225	1.917843	547.452049	-0.007802	-0.029249
4.735000	1.272651	1.252059	13.965718	-0.006042	-0.010006	4.027481	2.622635	554.674553	-0.007838	-0.028383
4.740000	0.571433	0.785665	6.328812	-0.010949	-0.020373	3.093225	1.682426	548.483452	-0.007895	-0.029010
4.745000	0.337481	0.474736	4.246092	-0.015091	0.016242	2.859869	1.447491	546.421043	-0.007698	-0.029459
4.750000	0.493980	0.397162	3.898512	-0.032922	-0.006391	3.171196	1.917599	549.517166	-0.007554	-0.030173
4.755000	1.194880	1.096911	11.535418	-0.001887	0.013031	3.093502	1.917843	549.172333	-0.007666	-0.030362
4.760000	0.259710	0.397162	4.246092	-0.043339	-0.028379	3.015532	1.447491	547.449333	-0.008019	-0.030267
4.765000	0.103848	0.086233	1.468604	0.042516	0.053074	2.782177	0.977390	545.730980	-0.007926	-0.029823
4.770000	0.337481	0.475052	5.286861	-0.023612	-0.005057	2.938118	0.820446	545.730980	-0.007932	-0.029817
4.775000	0.415890	0.475052	1.469394	0.037915	0.177177	3.171473	1.290550	550.197151	-0.008419	-0.029422
4.780000	0.103848	0.008342	-0.612932	0.000000	0.000000	3.015810	1.212078	548.478416	-0.008332	-0.030027
4.785000	0.103848	0.008342	1.816975	-0.065990	-0.008885	2.548822	0.977390	546.071159	-0.008242	-0.030671
4.790000	-0.052013	0.008342	-1.307700	0.000000	0.000000	2.004421	0.428810	540.569740	-0.008086	-0.031312
4.795000	0.103530	0.086233	3.204140	-0.075300	-0.005709	2.082113	0.507042	542.976196	-0.008162	-0.031003
